text,tag
เรียนรู้นอกห้องเรียนครูอ้อยชวนเด็กๆคุยเตรียมตัวหาประเด็นคำถามที่จะไปหาคำตอบเน้นคำถามปลายเพราะเหตุใดทำไมอย่างไรไม่ใช่ถามปูกี่ขาสอดคล้องข้อเท็จจริงโลกไม่มีคำตอบถูกต้องเพียงคำตอบครูอ้อยบูรณวิชาภาษาไทยเข้าไปฝึกเด็กๆตั้งคำถามเขียนรูปประโยควิธีการถามเพื่อให้คำตอบควรอย่างไรคิดไม่ออกคำตอบแล้วจึงย้อนตั้งคำถามปู้ก้ามดาบมีชีวิตอย่างไรบนบกหรือไม่อย่างไรกินอาหารปูหายใจอย่างไรเด็กบางคน56คำถามบางคนประโยคกระบวนการกลุ่มเด็กๆช่วยกันตัดคำถามซ้ำกลุ่มเข้าด้วยกันคำถามไปหาคำตอบนอกห้องเรียนจากนั้นครูพานักเรียนสรุปกลุ่มประเด็นคำถาม4ประเด็นได้แก่1ลักษณะปูก้ามดาบทำไมเรียกปูก้ามดาบ2ที่อยู่อาศัยความเป็นอยู่ปูอย่างไร3กินอาหาร4ขยายพันธุ์ปูออกลูกอย่างไรประเด็นสุดท้ายสามารถบูรณาการวิชาวิทยาศาสตร์เข้ามา,7
วันที่สามทำอุปกรณ์ครบใช้อุปกรณ์จริงครูชมพู่วางอุปกรณ์ทุกอย่างถามเด็กเด็กๆคะลองดูสิอุปกรณ์บ้างเด็กบอกกระทะไฟฟ้าหม้อมีดหลายอย่างถามต่อว่าลองดูสิบ้างอันตรายเด็กบอกมีดกระทะไฟฟ้ามันเกี่ยวคะสมมติคุณครูเสียบปลั๊กไฟเกิดเด็กบอกสมมติใส่รองเท้ามันซ๊อตเอ๊ะคิดได้เด็กบางคนโรงเรียนชอบถอดถุงเท้าครูใช้กลเม็ดบอกใครถอดถุงเท้าครูเก็บเงินข้างละบาทตั้งแต่นั้นมาไม่มีใครกล้าถอดถุงเท้าใส่ตอนกลับบ้านเด็กคนค่อนข้างซนจับมีดคุณครูบอกระวังหน่อยสิระวังมันบาดมือหนูนะแทรกเข้าไปเรื่องมีดทำอย่างไรแบบนี้อย่างไรอย่างไรพยายามชวนคุยซึมซับบอกตรงๆพอพูดจบเด็กเอาอุปกรณ์เอากระต่ายขูดมะพร้าวขูดเป็นอันตรายสอนวิธีใช้พอครูชี้แจงสร้างข้อตกลงเด็กเรียบร้อยครูสาธิตเด็กดูแบ่งกลุ่มแล้วแต่ละกลุ่มช่วยกันตอนสาธิตดูคุณครูวิธีการทำอย่างไรกล้วยต้มเด็กๆช่วยกันเอากล้วยออกจากหวีปลอกเปลือกสอนวิธีการปลอกเปลือกกล้วยเด็กช่วยกันมันกลุ่มเถียงหนูไม่ได้ทำอิงทำหนูฟ้องครูครูไหนลองทำใหม่ซิหนูกล้วยหวีใช่ไหมหนูทำอย่างไรเพื่อนคนกล้วยลูกทำอย่างไรทำทุกคน,7
เด็กตื่นนอนกลางวันครูชมพู่กลับมาทบทวนกระดาษคนละแผ่นบอกลองวาดรูปเมื่อเช้านี้มีโอกาสช่วยเหลือเพื่อนเตรียมอุปกรณ์อย่างไรบ้างบางคนวาดตัวเองนั่งขูดมะพร้าวบางคนปลอกเปลือกกล้วยถ่ายทอดเป็นเรื่องราวรูปภาพออกมาไม่ได้คิดวาดออกมาสวยหรือไม่สวยต้องการสื่อสารช่วยเพื่อนบ้างกลุ่มพอเสร็จเรียบร้อยหน้าหนึ่งวาดวิธีขั้นตอนทำกล้วยต้มกล้วยบวชชีเด็กพับครึ่งฝั่งกล้วยต้มฝั่งกล้วยบวชชีวิธีขั้นตอนกลุ่มหนูทำไหนบ้างช่วยวาดรูประบายสีครูดูหน่อยเด็กวาดรูประบายสีภาพเรียบร้อยเท่านั้นไม่พอเด็กห้องบางคนไม่กล้าพูดไม่กล้าสื่อสารต้องการพูดสื่อสารแค่สวัสดียกมือไหว้พอใจ,0
พอวันที่ก็ได้ทำจริงๆอุปกรณ์ทุกอย่างครบเพราะว่าเตรียมตัวทีนี้สร้างข้อตกลงเด็กพอได้ชื่ออาหารครูชมพูเด็กจับกลุ่มกันเองจับชื่อผลไม้วันนั้นแค่กลุ่มครูเขียนชื่อใครกลุ่มเด็กจัดการกันเองเผอิญเด็กคนเพื่อนเลือกกลุ่มครูถามเด็กๆคิดเพื่อนคนที่ไหนดีอาสาสมัครแต่ละกลุ่มลักษณะเพื่อนช่วยเพื่อนเข้ามาทักษะสังคมเด็กครูบอกเด็กทุกคนเป็นเพื่อนรักความช่วยเหลือเพื่อนไม่ใช่คนคนไม่เก่งไม่ใช่เก่งคนเดียวช่วยเพื่อนฟังคำพูดเด็กพูดทำไมไม่เอาเพื่อนพูดคุยกันเองครูฟังพูด,7
ระหว่างทางมีปัญหาแก้นั่งเขียนสวยยืนเขียนใช้สีๆสีการเรียนรู้เด็กคุณครูพฤติกรรมเด็กคุยวงแลกเปลี่ยนเรียนรู้เด็กรู้จักการเขียนหัวข้อใหญ่หัวข้อเล็กไม่ต้องทฤษฎีบอกเจอความสามารถเด็กระหว่างทางน้องเวฟโดดเด่นเรื่องการนำเสนอเบื้องหลังเรียนรู้ด้วยกันกลุ่มคุณครูแล้วก็เติมออกมาชิ้นงานประเมินโรงเรียนดูงานถามครูประเมินอย่างไรวิชาอื่นมันคะแนนตัวชี้วัดวิชาวัดจริงๆมันวัดได้ดีวิชาอื่นๆวัดคุณลักษณะอดทนใฝ่เรียนรู้แก้ปัญหาตรงนี้โรงเรียนระหว่างทางจับแต่ละคนนำเสนอคิดเรียนรู้มีความสุขเวลาทำงานกลุ่มภาพห้องครูอ้อยกลุ่มนั่งโต๊ะนั่งพื้นนอนนอนพอเวลานาทีนำเสนอนะแต่ก่อนครูดันเด็กออกมาพูดพอใช้กระบวนการเด็กแย่งครูคิดกติกาทำอย่างไรอย่าแย่ง,0
ปีไม่ได้อาคารเรียนปกติอาคารชั่วคราวอาคารโดนไฟไหม้ลงมาข้างล่างเด็กปัญหาเด็กเสนอจริงๆหลายอย่างเรื่องน้ำเรื่องไฟเรื่องประปาห้องน้ำเหม็นพอบอกเรื่องใกล้ตัวนะเด็กมองใกล้จริงๆห้องน้ำมันเหม็นนะคุณครูคิดแนวทางกระบวนการวิจัยเรื่องคำตอบไม่ต้องคิดหาคำตอบจบไม่ต้องทำต่อเรื่องห้องน้ำกลิ่นใช้ห้องน้ำถูกสุขลักษณะมันแก้ปัญหาแก้ตัดลองผิดลองถูกครูเรื่องเลือกเป็นเรื่องสนใจเรื่องเป็นปัญหาก็ได้,0
สมัยเรียนหนักเล่นกีฬาเตะบอลครูแอนช่วยส่งเสริมแข่งระดับโรงเรียนทีนี้พอเล่นกีฬาหนักเรียนไม่เอาครูแอนเรียกสอนเล่นกีฬาเรียนเหนื่อยคนอื่นสองเท่าครูแอนช่วยเจรจาครูอื่นช่วยเกลี้ยกล่อมเด็กชื่อเสียงโรงเรียนบางทีไม่ได้เข้าเรียนช่วยงานมั้ย,0
สัปดาห์ที่สองเด็กๆนำเสนอเรื่องตนต้องการเรียนนักเรียน41คน41เรื่องเรื่องการออกกำลังกายการพัฒนาแหล่งน้ำดินทรุดขนมผูกรักเรื่องยุงร้ายชุมชนแถวบ้านนักเรียนยุงเยอะฯลฯหลังจากนั้นครูชวนนักเรียนจัดกลุ่มจนได้กลุ่มใหญ่2กลุ่มขนมผูกรักวัฒนธรรมจังหวัดสตูลเรื่องสิ่งแวดล้อมสุขภาพเด็กอภิปรายกลุ่มจนกลุ่ม2ได้เรื่องไข้เลือดออกยุงลาย,7
เด็กประถมครูแอนใช้การสัมผัสทางกายทั้งการกอดจับมือการลูบศีรษะสัมผัสทางกายทำให้เด็กรู้สึกอบอุ่นปลอดภัยขณะเดียวกันครูแอนใช้น้ำเสียงซักถามพูดคุยอ่อนโยนทำให้เด็กไว้ใจกลัวที่จะคุยถามเวลาไม่เข้าใจครูแอนคอยชื่นชมเวลาทำสิ่งถูกต้องเหมาะควร,0
ครูแอนวันนี้,0
